"","company_category_code","funded_year","raised_amount_usd"
"992","web",2011,75000
"993","games_video",2011,75000
"994","web",2011,310000
"995","analytics",2012,75000
"996","web",2012,460000
"997","ecommerce",2012,75000
"998","enterprise",2012,75000
"999","ecommerce",2012,75000
"1000","ecommerce",2012,75000
"1001","social",2012,75000
"1002","travel",2013,30300000
"1003","biotech",2007,1.6e+07
"1004","enterprise",2010,50000
"1005","web",2009,350000
"1006","enterprise",2008,NA
"1007","advertising",2011,5e+05
"1008","ecommerce",2009,3e+06
"1009","ecommerce",2010,3300000
"1010","advertising",2012,8900000
"1011","games_video",2010,46600000
"1012","hardware",2013,6e+07
"1013","mobile",2013,10300000
"1014","network_hosting",2008,1e+07
"1015","ecommerce",2013,8700000
"1016","enterprise",2009,2e+06
"1017","social",2012,8e+05
"1018","ecommerce",2012,5e+06
"1019","ecommerce",2012,1.05e+08
"1020","web",2011,4500000
"1021","mobile",2012,1e+06
"1022","cleantech",2008,3e+07
"1023","software",2005,3e+07
"1024","advertising",2013,6500000
"1025","education",2013,20000
"1026","enterprise",2013,20000
"1027","software",2013,20000
"1028","software",2013,14000
"1029","software",2013,14000
"1030","security",2011,4e+06
"1031","software",2008,4700000
"1032","semiconductor",2006,1.8e+07
"1033","biotech",2010,9400000
"1034","biotech",2012,1.7e+07
"1035","other",2012,3.2e+07
"1036","biotech",2009,6e+06
"1037","web",2012,30000
"1038","search",2012,325000
"1039","hospitality",2012,5e+05
"1040","public_relations",2013,5e+05
"1041","other",2005,NA
"1042","web",2012,NA
"1043","web",2013,5e+05
"1044","web",2011,255000
"1045","biotech",2010,5e+07
"1046","biotech",2012,1.25e+08
"1047","biotech",2013,6e+07
"1048","software",2005,6e+06
"1049","games_video",2011,750000
"1050","analytics",2012,70000
"1051","enterprise",2010,10100000
"1052","enterprise",2008,9900000
"1053","search",2006,13500000
"1054","news",2013,7e+07
"1055","cleantech",2008,7e+06
"1056","web",2000,3.6e+07
"1057","manufacturing",2009,830000
"1058","semiconductor",2006,2.2e+07
"1059","semiconductor",2009,1e+07
"1060","network_hosting",2010,6500000
"1061","network_hosting",2011,5500000
"1062","ecommerce",2012,11600
"1063","enterprise",2013,1250000
"1064","finance",2012,6500000
"1065","local",2012,2300000
"1066","software",2013,1e+06
"1067","mobile",2013,1500000
"1068","advertising",2013,6620000
"1069","ecommerce",2012,6e+05
"1070","software",2013,1300000
"1071","web",2013,1200000
"1072","web",2013,2500000
"1073","web",2013,3e+06
"1074","ecommerce",2013,6109590
"1075","advertising",2012,98400
"1076","enterprise",2013,1e+06
"1077","ecommerce",2013,3e+06
"1078","software",2012,NA
"1079","software",2013,NA
"1080","web",2013,NA
"1081","enterprise",2013,NA
"1082","software",2013,NA
"1083","web",2013,NA
"1084","nonprofit",2013,NA
"1085","medical",2013,NA
"1086","hardware",2013,NA
"1087","fashion",2013,NA
"1088","education",2013,NA
"1089","advertising",2010,2e+05
"1090","advertising",2010,2e+05
"1091","ecommerce",2013,450000
"1092","ecommerce",2012,1.2e+07
"1093","games_video",2012,1300000
"1094","web",2006,1.5e+07
"1095","web",2005,NA
"1096","advertising",2007,1e+07
"1097","advertising",2005,8e+06
"1098","web",2008,8e+06
"1099","games_video",2008,1e+07
"1100","advertising",2009,2e+07
"1101","news",2010,1.2e+07
"1102","advertising",2011,1.4e+07
"1103","enterprise",2013,2e+07
"1104","advertising",2013,9e+06
"1105","messaging",2011,NA
"1106","software",2013,191500
"1107","analytics",2012,55000
"1108","software",2011,5e+05
"1109","cleantech",2011,2.2e+07
"1110","biotech",2011,2e+07
"1111","medical",2012,30900000
"1112","software",2012,25000
"1113","software",2013,179000
"1114","cleantech",2013,12200000
"1115","ecommerce",2011,NA
"1116","mobile",2013,9e+06
"1117","mobile",2012,3200000
"1118","biotech",2010,1.09e+08
"1119","biotech",2011,2e+07
"1120","biotech",2007,9e+06
"1121","biotech",2012,9.5e+07
"1122","health",2012,4e+06
"1123","analytics",2012,28000
"1124","advertising",2013,20000
"1125","nanotech",2007,3e+07
"1126","advertising",2007,1.9e+07
"1127","security",2006,1.6e+07
"1128","security",2008,44400000
"1129","cleantech",2009,1e+07
"1130","nanotech",2009,6.9e+07
"1131","cleantech",2009,14200000
"1132","hardware",2010,1.06e+08
"1133","hardware",2010,NA
"1134","health",2012,4e+06
"1135","education",2012,7500000
"1136","enterprise",2013,1.05e+08
"1137","cleantech",2013,29900000
"1138","enterprise",2007,6e+07
"1139","other",2011,3e+07
"1140","biotech",2013,2.8e+07
"1141","messaging",2011,48000
"1142","ecommerce",2008,1300000
"1143","analytics",2011,5500000
"1144","web",2013,2100000
"1145","enterprise",2009,4e+06
"1146","finance",2011,6500000
"1147","finance",2011,16600000
"1148","software",2012,5e+06
"1149","web",2008,NA
"1150","biotech",2007,29840000
"1151","biotech",2010,129375000
"1152","biotech",2010,1.8e+07
"1153","biotech",2011,4e+06
"1154","biotech",2011,4e+06
"1155","biotech",2013,30607151
"1156","hardware",2009,8e+05
"1157","security",2010,5277777
"1158","enterprise",2012,2e+06
"1159","enterprise",2011,NA
"1160","medical",2013,3400000
"1161","biotech",2007,9e+06
"1162","advertising",2007,3100000
"1163","automotive",2006,4e+07
"1164","cleantech",2008,5800000
"1165","web",2005,1e+09
"1166","web",2005,1e+08
"1167","network_hosting",2006,NA
"1168","biotech",2009,12600000
"1169","biotech",2007,2.5e+07
"1170","cleantech",2008,5e+06
"1171","mobile",2008,3e+05
"1172","automotive",2008,2.4e+07
"1173","mobile",2008,3.2e+09
"1174","games_video",2010,3e+08
"1175","education",2011,4e+06
"1176","cleantech",2011,1.68e+08
"1177","cleantech",2011,1.02e+08
"1178","games_video",2012,3.5e+07
"1179","cleantech",2013,2e+08
"1180","software",2013,4.5e+08
"1181","finance",2013,1.25e+08
"1182","software",2013,NA
"1183","music",2006,3400000
"1184","games_video",2013,5e+06
"1185","mobile",2013,NA
"1186","social",2012,3e+06
"1187","medical",2013,3400000
"1188","advertising",2007,8e+06
"1189","advertising",2009,NA
"1190","messaging",2009,1.5e+07
"1191","web",2012,2e+05
"1192","cleantech",2013,3e+05
"1193","advertising",2008,5.1e+07
"1194","web",2011,NA
"1195","nonprofit",2013,4e+05
"1196","advertising",2008,5.1e+07
"1197","software",2010,540000
"1198","search",2006,5e+06
"1199","cleantech",2012,NA
"1200","software",2013,1250000
"1201","finance",2011,NA
"1202","ecommerce",2007,395100
"1203","advertising",2007,NA
"1204",NA,2008,NA
"1205","music",2010,NA
"1206","education",2012,NA
"1207","biotech",2012,NA
"1208",NA,2005,1.7e+07
"1209","biotech",2009,2.1e+07
"1210","music",2010,9e+05
"1211","manufacturing",2010,2e+07
"1212","manufacturing",2012,15500000
"1213","cleantech",2013,3e+07
"1214","mobile",2012,70000
"1215","web",2009,NA
"1216","education",2012,5000
"1217","education",2012,10000
"1218","software",2013,75000
"1219","mobile",2012,30653
"1220","photo_video",2013,4e+05
"1221","games_video",2008,NA
"1222","mobile",2013,50000
"1223","biotech",2013,50000
"1224","hardware",2013,50000
"1225","web",2006,NA
"1226","mobile",2013,50000
"1227","biotech",2013,50000
"1228","hardware",2013,50000
"1229","software",2013,50000
"1230","web",2005,1e+08
"1231","games_video",2011,NA
"1232","fashion",2013,3500000
"1233","hardware",2013,6e+07
"1234","web",2013,2e+07
"1235","web",2008,5e+06
"1236","biotech",2013,5e+06
"1237","enterprise",2008,2e+05
"1238","news",2013,2.6e+07
"1239","messaging",2012,NA
"1240","software",2013,2.6e+07
"1241","web",2007,2.5e+07
"1242","software",2006,1.5e+07
"1243","cleantech",2013,25000
"1244","consulting",2005,5100000
"1245","software",2009,NA
"1246","enterprise",2008,NA
"1247","hardware",2008,3e+06
"1248","network_hosting",2012,3e+07
"1249","cleantech",2013,25000
"1250","web",2012,1e+05
"1251","web",2008,1472100
"1252","analytics",2007,3951000
"1253","photo_video",2008,750000
"1254","hardware",2012,1500000
"1255","semiconductor",2005,1.2e+07
"1256","health",2010,1e+06
"1257","biotech",2010,23500000
"1258","software",2013,5e+06
"1259","network_hosting",2013,1e+07
"1260","web",2013,6e+06
"1261","biotech",2013,7e+06
"1262","software",2013,4500000
"1263","web",2008,2750000
"1264","analytics",2010,1600000
"1265","software",2011,8e+06
"1266","games_video",2011,4e+07
"1267","software",2008,8800000
"1268","software",2007,7e+06
"1269","software",2011,14500000
"1270","mobile",2011,450000
"1271","software",2010,NA
"1272","mobile",2010,NA
"1273","web",2010,NA
"1274","web",2010,NA
"1275","mobile",2011,NA
"1276","web",2011,NA
"1277","network_hosting",2011,NA
"1278","software",2010,590000
"1279","web",2011,1800000
"1280","web",2011,NA
"1281","finance",2011,NA
"1282","sports",2012,NA
"1283","real_estate",2012,1500000
"1284","advertising",2013,8e+05
"1285","advertising",2012,NA
"1286","enterprise",2005,16200000
"1287","enterprise",2007,59500000
"1288","games_video",2006,2e+07
"1289","games_video",2007,5e+07
"1290","web",2007,1e+07
"1291","web",2008,5e+07
"1292","web",2012,20500000
"1293","web",2013,3.8e+07
"1294","enterprise",2008,1.6e+07
"1295","public_relations",2000,14200000
"1296","cleantech",2012,1.2e+07
"1297","enterprise",2008,1.5e+07
"1298","messaging",2011,6e+06
"1299","games_video",2011,3e+06
"1300","web",2010,1100000
"1301","analytics",2012,1200000
"1302","software",2013,NA
"1303","finance",2012,1e+05
"1304","education",2012,3e+05
"1305","cleantech",2012,NA
"1306","education",2010,2100000
"1307","education",2011,2100000
"1308","mobile",2012,1e+06
"1309","manufacturing",2010,1.3e+07
"1310","mobile",2013,3e+05
"1311","mobile",2011,NA
"1312","biotech",2009,11800000
"1313","biotech",2010,9e+06
"1314","games_video",2012,9e+05
"1315","finance",2010,4430000
"1316","mobile",2012,1e+05
"1317","hardware",2013,113000
"1318","hospitality",2013,NA
"1319","hardware",2007,13360000
"1320","enterprise",2013,250000
"1321","enterprise",2008,2.6e+07
"1322","analytics",2010,7500000
"1323","web",2010,250000
"1324","software",2013,NA
"1325","ecommerce",2011,250000
"1326","hospitality",2012,5e+05
"1327","news",2012,5e+05
"1328","hospitality",2013,1e+06
"1329","security",2011,1500000
"1330","biotech",2007,6500000
"1331","web",2011,25000
"1332","advertising",2012,120000
"1333","web",2012,125000
"1334","web",2013,5e+05
"1335","consulting",2012,3e+06
"1336","semiconductor",2011,11200000
"1337","manufacturing",2012,NA
"1338","mobile",2007,2e+07
"1339","web",2001,22900000
"1340","web",2007,13500000
"1341","advertising",2007,1.2e+07
"1342","advertising",2004,6e+06
"1343","search",2008,2.5e+07
"1344","web",2005,6500000
"1345","web",2007,8500000
"1346","web",2007,NA
"1347","enterprise",2007,7e+06
"1348","web",1999,7500000
"1349","mobile",2009,9.2e+08
"1350","mobile",2009,1.5e+09
"1351","mobile",2008,3.2e+09
"1352","software",2007,218500000
"1353","mobile",2007,1800000
"1354","enterprise",2009,NA
"1355","software",2013,NA
"1356","fashion",2012,7.6e+07
"1357","fashion",2012,1250000
"1358","fashion",2013,4e+07
"1359","web",2008,5e+07
"1360","software",2009,NA
"1361","biotech",2010,11500000
"1362","biotech",2013,3e+07
"1363","medical",2010,63400000
"1364","ecommerce",2013,6109590
"1365","advertising",2006,4e+07
"1366","hardware",1998,15800000
"1367","ecommerce",2010,1300000
"1368","music",2008,2.5e+07
"1369","advertising",2008,1.1e+07
"1370","advertising",2012,7500000
"1371","enterprise",2011,4500000
"1372","social",2012,2e+07
"1373","ecommerce",2012,2300000
"1374","analytics",2012,NA
"1375","software",2009,1.3e+07
"1376","web",2011,20000
"1377","finance",2013,2.5e+07
"1378","cleantech",2009,1e+07
"1379","hardware",2006,2.1e+07
"1380","semiconductor",2008,1.4e+07
"1381","biotech",2008,8e+06
"1382","software",2005,5900000
"1383","enterprise",2013,6e+06
"1384","biotech",2012,2.5e+07
"1385","biotech",2012,8e+06
"1386","manufacturing",2012,19200000
"1387","medical",2012,6e+06
"1388","medical",2012,6e+06
"1389","software",2012,5e+06
"1390","cleantech",2007,2500000
"1391","cleantech",2012,1e+08
"1392","security",2008,250000
"1393","software",2007,7380000
"1394","consulting",2008,NA
"1395","enterprise",2010,NA
"1396","enterprise",2008,4900000
"1397","biotech",2013,5600000
"1398","fashion",2011,1e+06
"1399","software",2011,2500000
"1400","hardware",2007,1.9e+07
"1401","biotech",2010,3190000
"1402","finance",2011,6500000
"1403","software",2013,NA
"1404","software",2005,6500000
"1405","music",2013,1e+05
"1406","mobile",2005,1.5e+07
"1407","cleantech",2013,NA
"1408","software",2011,14500000
"1409","software",2011,14500000
"1410","photo_video",2013,250000
"1411","enterprise",2012,1750000
"1412","enterprise",2006,1.6e+07
"1413","security",2008,14500000
"1414","network_hosting",2009,1e+07
"1415","enterprise",2010,14100000
"1416","security",2010,1e+07
"1417",NA,2006,3e+07
"1418","software",2010,6e+06
"1419","semiconductor",2011,3.5e+07
"1420","software",2011,1.7e+07
"1421","semiconductor",2012,5e+07
"1422","messaging",2012,2e+06
"1423","software",2012,1.4e+07
"1424","security",2013,5e+07
"1425","mobile",2013,1.5e+07
"1426","enterprise",2013,1e+07
"1427","consulting",2011,1e+06
"1428","games_video",2011,1400000
"1429","web",2012,150000
"1430","health",2010,1e+07
"1431","manufacturing",2012,2.5e+07
"1432","web",2010,5e+05
"1433","software",2013,1100000
"1434","hardware",2010,50000
"1435","mobile",2011,5e+05
"1436","software",2007,8e+06
"1437","social",2013,NA
"1438","education",2013,NA
"1439","nonprofit",2012,NA
"1440","other",2013,2.4e+07
"1441","web",2011,NA
"1442","education",2010,1e+05
"1443","mobile",2013,5.1e+07
"1444","finance",2010,2.2e+07
"1445","web",2013,1e+07
"1446","security",2006,8500000
"1447","analytics",2007,4e+06
"1448","web",2008,350000
"1449","biotech",2006,930000
"1450","software",2010,150000
"1451","mobile",2012,30000
"1452","education",2013,1.9e+07
"1453","education",2013,3.3e+07
"1454","photo_video",2013,56500
"1455","software",2008,4700000
"1456","software",2008,6e+07
"1457","mobile",2000,7500000
"1458","advertising",2012,1.5e+08
"1459","mobile",2012,1.35e+08
"1460","biotech",2013,2200000
"1461","web",2007,5e+06
"1462","advertising",2010,1e+06
"1463","social",2010,3500000
"1464","web",2011,150000
"1465","social",2012,7e+06
"1466","enterprise",2012,1e+06
"1467","mobile",2012,1e+06
"1468","enterprise",2012,575000
"1469","enterprise",2012,NA
"1470","advertising",2012,1100000
"1471","news",2012,5e+05
"1472","software",2013,1e+06
"1473","software",2012,355000
"1474","health",2013,1200000
"1475","analytics",2013,1300000
"1476","news",2013,1400000
"1477","nonprofit",2013,4e+06
"1478","finance",2013,175000
"1479","software",2013,1500000
"1480","software",2013,2250000
"1481","social",2013,8e+06
"1482","web",2006,3050000
"1483","enterprise",2011,4.9e+07
"1484","other",2008,2.7e+07
"1485",NA,2007,NA
"1486","hardware",2010,3e+07
"1487","web",2010,2600000
"1488","finance",2011,1e+07
"1489","pets",2012,NA
"1490","hospitality",2011,NA
"1491","games_video",2010,46600000
"1492","biotech",2010,1.24e+08
"1493","education",2013,6200000
"1494","biotech",2002,5e+06
"1495","web",2011,1400000
"1496","health",2013,8e+06
"1497","medical",2013,2e+06
"1498","medical",2013,15400000
"1499","health",2012,50000
"1500","mobile",2012,75000
"1501","web",2013,5e+05
"1502","software",2013,1500000
"1503","web",2011,50000
"1504","web",2012,1500000
"1505","software",2013,1500000
"1506","software",2013,1500000
"1507","social",2011,NA
"1508","games_video",2011,22500
"1509","education",2013,4.3e+07
"1510","web",2009,150000
"1511","web",2011,250000
"1512","biotech",2011,5e+06
"1513","software",2013,1e+06
"1514","advertising",2013,9e+06
"1515","health",2012,50000
"1516","cleantech",2010,6600000
"1517","advertising",2003,8e+06
"1518","biotech",2009,1e+08
"1519","biotech",2011,5e+07
"1520","software",2011,NA
"1521","security",2009,2090000
"1522","legal",2009,2100000
"1523","games_video",2009,1.7e+07
"1524","advertising",2002,8e+06
"1525","games_video",2009,1.5e+07
"1526","music",2011,10800000
"1527","enterprise",2012,8.5e+07
"1528","advertising",2012,1.1e+07
"1529","hardware",2012,1.2e+07
"1530","sports",2012,4200000
"1531","hardware",2013,5e+07
"1532","software",2013,NA
"1533","web",2008,5e+07
"1534","news",2011,3.6e+07
"1535","news",2012,7500000
"1536","biotech",2007,3680000
"1537","biotech",2010,9400000
"1538","biotech",2012,1.7e+07
"1539","games_video",2010,1e+07
"1540","ecommerce",2008,3e+07
"1541","mobile",2011,1465920
"1542","advertising",2011,1e+06
"1543","software",2011,150000
"1544","hardware",2012,10500000
"1545","news",2012,7500000
"1546","social",2012,540000
"1547","mobile",2010,5e+05
"1548","web",2001,1e+05
"1549","security",2008,44400000
"1550",NA,2012,1.5e+07
"1551","hardware",2013,3500000
"1552","biotech",2013,2800000
"1553","web",2007,NA
"1554","cleantech",2010,1.5e+07
"1555","network_hosting",2008,2.5e+07
"1556","network_hosting",2009,1.7e+07
"1557","enterprise",2009,2.1e+07
"1558","semiconductor",2008,2.5e+07
"1559","network_hosting",2006,1.2e+07
"1560","semiconductor",2011,2.1e+07
"1561","mobile",2010,2972500
"1562","manufacturing",2012,160000
"1563","social",2012,NA
